,course_title,course_link
354,Analysis of Variance with ANOVA in Google Sheets (Coursera Project Network),https://www.coursera.org/learn/analysis-of-variance-anova-in-google-sheets
355,Analytic Combinatorics (Princeton University),https://www.coursera.org/learn/analytic-combinatorics
356,"Analytical Solutions to Common Healthcare Problems (University of California, Davis)",https://www.coursera.org/learn/analytical-solutions-common-healthcare-problems
357,Analyze Box Office Data with Plotly and Python (Coursera Project Network),https://www.coursera.org/learn/analyze-data-plotly-python
358,Analyze Box Office Data with Seaborn and Python (Coursera Project Network),https://www.coursera.org/learn/analyze-data-seaborn-python
359,Analyze City Data Using R and Tableau (University of Illinois at Urbana-Champaign),https://www.coursera.org/learn/analyze-city-data-r-tableau
360,Analyze Data to Answer Questions (Google),https://www.coursera.org/learn/analyze-data
361,"Analyze Data using Pivot Tables, Crosstabs in Google Sheets (Coursera Project Network)",https://www.coursera.org/learn/analyze-data-pivot-tables-crosstabs-google-sheets
362,Analyze NPS Survey Data in Google Sheets (Coursera Project Network),https://www.coursera.org/learn/analyze-nps-survey-data-in-google-sheets
363,Analyze Sales Data with LibreOffice Base Queries (Coursera Project Network),https://www.coursera.org/learn/analyze-sales-data-libreoffice-base-queries
364,Analyze Stock Data using R and Quantmod Package (Coursera Project Network),https://www.coursera.org/learn/analyze-stock-data-using-r-quantmod
365,Analyze Survey Data using Principal Component Analysis (Coursera Project Network),https://www.coursera.org/learn/analyze-survey-data-pca
366,Analyze Text Data with Yellowbrick (Coursera Project Network),https://www.coursera.org/learn/analyze-text-data-yellowbrick
367,Analyze Website Visitors with Google Analytics Segments (Coursera Project Network),https://www.coursera.org/learn/analyze-visitors-google-analytics-segments
368,Analyzing Big Data with SQL (Cloudera),https://www.coursera.org/learn/cloudera-big-data-analysis-sql-queries
369,Analyzing Company Performance using Ratios (Coursera Project Network),https://www.coursera.org/learn/analyze-company-performance-ratios
370,Analyzing Macro-Environmental Factors Using Creately (Coursera Project Network),https://www.coursera.org/learn/marco-environmental-factors-creately
371,Analyzing Market Attractiveness Using Creately (Coursera Project Network),https://www.coursera.org/learn/analyzing-market-attractiveness-creately
372,Analyzing Product Opportunities with Creately (Coursera Project Network),https://www.coursera.org/learn/product-strategy
373,Analyzing Video with OpenCV and NumPy (Coursera Project Network),https://www.coursera.org/learn/analyzing-video-opencv-numpy
374,Analíticas y Métricas de Marketing (Tecnológico de Monterrey),https://www.coursera.org/learn/analticas-y-mtricas-de-marketing
375,"Anatomy of the Abdomen and Pelvis; a journey from basis to clinic. (Universiteit Leiden, Leiden University Medical Center)",https://www.coursera.org/learn/abdomen-anatomy
376,"Anatomy of the Chest, Abdomen, and Pelvis (Yale University)",https://www.coursera.org/learn/trunk-anatomy
377,"Anatomy: Cardiovascular, Respiratory and Urinary Systems (University of Michigan)",https://www.coursera.org/learn/anatomy403-2x
378,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems (University of Michigan)",https://www.coursera.org/learn/anatomy403-4x
379,Anatomy: Human Neuroanatomy (University of Michigan),https://www.coursera.org/learn/anatomy403-3x
380,Anatomy: Musculoskeletal and Integumentary Systems (University of Michigan),https://www.coursera.org/learn/anatomy403-1x
381,Ancient Philosophy: Aristotle and His Successors (University of Pennsylvania),https://www.coursera.org/learn/aristotle
382,Ancient Philosophy: Plato & His Predecessors (University of Pennsylvania),https://www.coursera.org/learn/plato
383,"Android App Components - Intents, Activities, and Broadcast Receivers (Vanderbilt University)",https://www.coursera.org/learn/androidapps
384,"Android App Components - Services, Local IPC, and Content Providers (Vanderbilt University)",https://www.coursera.org/learn/androidapps-2
385,Android Banking Application using SQLite (Coursera Project Network),https://www.coursera.org/learn/android-banking-application-using-sqlite
386,Android Graphics with OpenGL ES (Imperial College London),https://www.coursera.org/learn/android-graphics-opengl-es
387,Android Programming for Beginners - A simple BMI calculator (Coursera Project Network),https://www.coursera.org/learn/android-programming-for-beginners
388,Android Programming for Beginners - Contacts Application (Coursera Project Network),https://www.coursera.org/learn/android-contacts-application-beginners-contacts-application
389,Angular 101: Building a Web Application from scratch (Coursera Project Network),https://www.coursera.org/learn/angular-101
390,Animal Behaviour and Welfare (The University of Edinburgh),https://www.coursera.org/learn/animal-welfare
391,Animals and Institutions (University of Colorado Boulder),https://www.coursera.org/learn/animals-institutions
392,"Animals, Self, and Society (University of Colorado Boulder)",https://www.coursera.org/learn/animals-self-society
393,Animation for Game Development Using PyGame (Coursera Project Network),https://www.coursera.org/learn/animation-for-game-development-using-pygame
394,Animer une séance collaborative (ESSEC Business School),https://www.coursera.org/learn/animer-seance-collaborative
395,"Annual Campaigns: Building a Case for Support (University of California, Davis)",https://www.coursera.org/learn/annual-campaigns
396,Anomaly Detection in Time Series Data with Keras (Coursera Project Network),https://www.coursera.org/learn/anomaly-detection-time-series-keras
397,Ansible Basics & Installing WordPress on LAMP with Playbooks (Coursera Project Network),https://www.coursera.org/learn/ansible-introduction-playbook-lamp-wordpress-cloud-devops-automation
398,Anti-Racism I (University of Colorado Boulder),https://www.coursera.org/learn/antiracism-1
399,Antibiotic Stewardship (Stanford University),https://www.coursera.org/learn/antibiotic-stewardship
400,"Anticipating Your Next Battle, in Business and Beyond (HEC Paris)",https://www.coursera.org/learn/anticipate
401,Anticoncepción hormonal al alcance de todos (Universitat Autònoma de Barcelona),https://www.coursera.org/learn/anticonconcepcion-hormonal
402,Anticorrupción: Introducción a conceptos y perspectiva práctica (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/anticorrupcion-introduccion
403,Antimicrobial resistance - theory and methods (Technical University of Denmark (DTU)),https://www.coursera.org/learn/antimicrobial-resistance
404,Antisemitism: From Its Origins to the Present (Yad Vashem ),https://www.coursera.org/learn/antisemitism
405,Antisemitismo: Desde sus orígenes hasta el presente (Yad Vashem ),https://www.coursera.org/learn/antisemitismo
406,Anuncie su evento para recaudar fondos con Canva (Coursera Project Network),https://www.coursera.org/learn/anuncie-evento-recaudar-fondos-canva
407,Anuncie y crezca su negocio en Facebook con Canva (Coursera Project Network),https://www.coursera.org/learn/anuncie-crezca-negocio-facebook-canva
408,Análise de oportunidade de Blockchain (INSEAD),https://www.coursera.org/learn/analise-oportunidade-blockchain
409,Análises de Rede com Kumu (Coursera Project Network),https://www.coursera.org/learn/analises-rede
410,Análisis de Sistemas de Transporte (Pontificia Universidad Católica de Chile),https://www.coursera.org/learn/analisis-sistemas-de-transporte
411,Análisis de Variación con Google Sheets (Coursera Project Network),https://www.coursera.org/learn/analisis-variacion-google-sheets
412,Análisis de datos con Python (IBM),https://www.coursera.org/learn/analisis-de-datos-con-python
413,Análisis de documentos con servicios cognitivos de Azure (Coursera Project Network),https://www.coursera.org/learn/analisis-documentos-servicios-cognitivos-azure
414,Análisis de situaciones de negocio (IESE Business School),https://www.coursera.org/learn/analisis-situaciones-negocio
415,Análisis de texto en archivos con Azure cognitive search (Coursera Project Network),https://www.coursera.org/learn/analisis-textos-archivos-servicios-cognitivos-azure
416,Análisis exploratorio de datos con Python y Pandas (Coursera Project Network),https://www.coursera.org/learn/analisis-exploratorio-de-datos-con-python-y-pandas
417,Análisis serverless de data en Amazon S3 usando Athena (Coursera Project Network),https://www.coursera.org/learn/amazon-athena
418,Apache Spark (TM) SQL for Data Analysts (Databricks),https://www.coursera.org/learn/apache-spark-sql-for-data-analysts
419,Aplicaciones musicales con Arduino (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/aplicaciones-musicales-arduino
420,Aplicando seguridad en apps con Azure (Coursera Project Network),https://www.coursera.org/learn/seguridad-azure
421,"App Deployment, Debugging, and Performance (Google Cloud)",https://www.coursera.org/learn/app-deployment-debugging-performance
422,App Design and Development for iOS (University of Toronto),https://www.coursera.org/learn/ios-app-design-development
423,"Application Deployment, Debug, Performance 日本語版 (Google Cloud)",https://www.coursera.org/learn/app-deployment-debugging-performance-jp
424,Application Development using Microservices and Serverless (IBM),https://www.coursera.org/learn/applications-development-microservices-serverless-openshift
425,Application Systems Programming (Unity),https://www.coursera.org/learn/application-systems-programming
426,"Application of AI, InsurTech, and Real Estate Technology (University of Pennsylvania)",https://www.coursera.org/learn/wharton-ai-application-insurtech-real-estate-technology
427,Application of Health Equity Research Methods for Practice and Policy (Johns Hopkins University),https://www.coursera.org/learn/health-equity-research-methods
428,Applications in Engineering Mechanics (Georgia Institute of Technology),https://www.coursera.org/learn/engineering-mechanics-statics-2
429,Applications of Everyday Leadership (University of Illinois at Urbana-Champaign),https://www.coursera.org/learn/everyday-leadership-application
430,Applied AI with DeepLearning (IBM),https://www.coursera.org/learn/ai
431,"Applied Analytics and Data for Decision Making (University at Buffalo, The State University of New York)",https://www.coursera.org/learn/analytics-data-decisions
432,Applied Data Science Capstone (IBM),https://www.coursera.org/learn/applied-data-science-capstone
433,Applied Data Science for Data Analysts (Databricks),https://www.coursera.org/learn/applied-data-science-for-data-analysts
434,Applied Machine Learning in Python (University of Michigan),https://www.coursera.org/learn/python-machine-learning
435,"Applied Plotting, Charting & Data Representation in Python (University of Michigan)",https://www.coursera.org/learn/python-plotting
436,"Applied Public History: Places, People, Stories (University of London)",https://www.coursera.org/learn/uol-public-history
437,Applied Social Network Analysis in Python (University of Michigan),https://www.coursera.org/learn/python-social-network-analysis
438,Applied Text Mining in Python (University of Michigan),https://www.coursera.org/learn/python-text-mining
439,Apply Generative Adversarial Networks (GANs) (DeepLearning.AI),https://www.coursera.org/learn/apply-generative-adversarial-networks-gans
440,Apply advanced testing for your Django web application (Coursera Project Network),https://www.coursera.org/learn/advanced-testing-django-web-application
441,Apply basic testing for your Django web application (Coursera Project Network),https://www.coursera.org/learn/basic-testing-django-web-applications
442,Applying Data Analytics in Marketing (University of Illinois at Urbana-Champaign),https://www.coursera.org/learn/applying-data-analytics-business-in-marketing
443,Applying Data Structures to Manipulate Cleansed UN Data (Coursera Project Network),https://www.coursera.org/learn/applying-data-structures
444,Applying Investment Decision Rules for Startups (Yonsei University),https://www.coursera.org/learn/capital-budgeting
445,Applying Machine Learning to your Data with GCP (Google Cloud),https://www.coursera.org/learn/data-insights-gcp-apply-ml
446,Applying Machine Learning to your Data with GCP 日本語版 (Google Cloud),https://www.coursera.org/learn/data-insights-gcp-apply-ml-jp
447,Applying Participatory Approaches in Public Health Settings (Imperial College London),https://www.coursera.org/learn/applying-participatory-approaches-in-public-health-settings
448,Applying to U.S. Universities (University of Pennsylvania),https://www.coursera.org/learn/study-in-usa
449,"Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles (McMaster University, University of California San Diego)",https://www.coursera.org/learn/apprendre-comment-apprendre
450,Apprendre à une IA des jeux de stratégie avec easyAI (Coursera Project Network),https://www.coursera.org/learn/intelligence-artificielle-pour-gamers
451,Approaching Music Theory: Melodic Forms and Simple Harmony (California Institute of the Arts),https://www.coursera.org/learn/melodic-forms-simple-harmony
452,Approche agile et design thinking (University of Virginia),https://www.coursera.org/learn/uva-darden-getting-started-agile-fr
453,Approximation Algorithms (EIT Digital ),https://www.coursera.org/learn/approximation-algorithms
454,Approximation Algorithms Part I (École normale supérieure),https://www.coursera.org/learn/approximation-algorithms-part-1
455,Approximation Algorithms Part II (École normale supérieure),https://www.coursera.org/learn/approximation-algorithms-part-2
456,"Aprenda a ensinar programação com o Programaê! (Fundação Lemann, Fundação Telefônica)",https://www.coursera.org/learn/programae
457,Aprenda cómo buscar trabajo con Indeed (Coursera Project Network),https://www.coursera.org/learn/aprenda-como-buscar-trabajo-indeed
458,"Aprendendo a aprender: ferramentas mentais poderosas para ajudá-lo a dominar assuntos difíceis (em Português) [Learning How to Learn] (McMaster University, University of California San Diego)",https://www.coursera.org/learn/aprender
459,Aprender (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/aprendo
460,Aprendiendo Infraestructura como código con Terraform (Coursera Project Network),https://www.coursera.org/learn/aprendiendo-terraform
461,Aprendiendo Python con bases de datos (Coursera Project Network),https://www.coursera.org/learn/aprendiendo-python-con-bases-de-datos
462,Aprendiendo Python con circuitos digitales (Coursera Project Network),https://www.coursera.org/learn/aprendiendo-python-con-circuitos-digitales
463,Aprendiendo Python con estadística descriptiva (Coursera Project Network),https://www.coursera.org/learn/aprendiendo-python-con-estadistica-descriptiva
464,"Aprendiendo Python con textos, números y ecuaciones (Coursera Project Network)",https://www.coursera.org/learn/aprendiendo-python-con-textos-numeros-ecuaciones
465,Aprendiendo Python con álgebra lineal (Coursera Project Network),https://www.coursera.org/learn/aprendiendo-python-con-algebra-lineal
466,Aprendiendo Solidity para hacer Smart Contracts (Coursera Project Network),https://www.coursera.org/learn/solidity-smartcontracts
467,Aprendiendo a Aprender (IE Business School),https://www.coursera.org/learn/aprendiendo-a-aprender-ie
468,"Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn) (McMaster University, University of California San Diego)",https://www.coursera.org/learn/aprendiendo-a-aprender
469,Aprendiendo a hacer API con Node.JS (Coursera Project Network),https://www.coursera.org/learn/api-nodejs
470,Aprendiendo a programar en Go (Coursera Project Network),https://www.coursera.org/learn/aprendiendo-go
471,Aprendizado de máquina com Python (IBM),https://www.coursera.org/learn/machine-learning-with-python-pt
472,Aprendizaje Automático con Python (IBM),https://www.coursera.org/learn/aprendizaje-automatico-con-python
473,Aprendizaje de las matemáticas de primaria (Universidad de los Andes),https://www.coursera.org/learn/aprendizaje-matematicas-primaria
474,Aprendizaje de máquinas (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/aprendizaje-maquinas
475,Arch of Titus: Rome and the Menorah (Yeshiva University),https://www.coursera.org/learn/archoftitus
476,Architecting Smart IoT Devices (EIT Digital ),https://www.coursera.org/learn/iot-architecture
477,Architecting and Installing the Apigee Hybrid API Platform (Google Cloud),https://www.coursera.org/learn/fundamentals-installation-of-apigee-hybrid-api-platform
478,Architecting with Google Kubernetes Engine: Foundations (Google Cloud),https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke
479,Architecting with Google Kubernetes Engine: Foundations em Português Brasileiro (Google Cloud),https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke-br
480,Architecting with Google Kubernetes Engine: Foundations en Español (Google Cloud),https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke-es
481,Architecting with Google Kubernetes Engine: Foundations en Français (Google Cloud),https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke-fr
482,Architecting with Google Kubernetes Engine: Foundations 日本語版 (Google Cloud),https://www.coursera.org/learn/foundations-google-kubernetes-engine-gke-jp
483,Architecting with Google Kubernetes Engine: Production (Google Cloud),https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production
484,Architecting with Google Kubernetes Engine: Production em Português Brasileiro (Google Cloud),https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production-br
485,Architecting with Google Kubernetes Engine: Production en Español (Google Cloud),https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production-es
486,Architecting with Google Kubernetes Engine: Production en Français (Google Cloud),https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production-fr
487,Architecting with Google Kubernetes Engine: Production 日本語版 (Google Cloud),https://www.coursera.org/learn/deploying-secure-kubernetes-containers-in-production-jp
488,Architecting with Google Kubernetes Engine: Workloads (Google Cloud),https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke
489,Architecting with Google Kubernetes Engine: Workloads em Português Brasileiro (Google Cloud),https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-br
490,Architecting with Google Kubernetes Engine: Workloads en Español (Google Cloud),https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-es
491,Architecting with Google Kubernetes Engine: Workloads en Français (Google Cloud),https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-fr
492,Architecting with Google Kubernetes Engine: Workloads 日本語版 (Google Cloud),https://www.coursera.org/learn/deploying-workloads-google-kubernetes-engine-gke-jp
493,"Arctic Change & the Nexus of Governance, Economics & Culture (University of Colorado Boulder)",https://www.coursera.org/learn/arctic-change-governance-economics-culture
494,Arctic Development (University of Alberta),https://www.coursera.org/learn/arctic-development
495,"Arctic Economy (University of Alberta, UiT The Arctic University of Norway)",https://www.coursera.org/learn/arctic-economy
496,Arduino y algunas aplicaciones (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/arduino-aplicaciones
497,Aromatherapy: Clinical Use of Essential Oils (University of Minnesota),https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils
498,Arranging for Songwriters (Berklee College of Music),https://www.coursera.org/learn/arranging-for-songwriters
499,Art & Activity: Interactive Strategies for Engaging with Art (The Museum of Modern Art),https://www.coursera.org/learn/art-activity
500,Art & Ideas: Teaching with Themes (The Museum of Modern Art),https://www.coursera.org/learn/ideas
501,Art & Inquiry: Museum Teaching Strategies For Your Classroom (The Museum of Modern Art),https://www.coursera.org/learn/artinquiry
502,Art and Science of Machine Learning (Google Cloud),https://www.coursera.org/learn/art-science-ml
503,Art and Science of Machine Learning em Português Brasileiro (Google Cloud),https://www.coursera.org/learn/art-science-ml-br
504,Art and Science of Machine Learning en Español (Google Cloud),https://www.coursera.org/learn/art-science-ml-es
505,Art and Science of Machine Learning en Français (Google Cloud),https://www.coursera.org/learn/art-science-ml-fr
506,Art and Science of Machine Learning 日本語版 (Google Cloud),https://www.coursera.org/learn/art-science-ml-jp
507,"Art of the MOOC:  Experiments with Sound (Duke University, Berlin University of the Arts)",https://www.coursera.org/learn/experiments-with-sound
508,Arte 3D y animación en videojuegos (Universitat Autònoma de Barcelona),https://www.coursera.org/learn/videojuegos-animation
509,"Artificial Intelligence (AI) Education for Teachers (Macquarie University, IBM)",https://www.coursera.org/learn/artificial-intelligence-education-for-teachers
510,Artificial Intelligence Data Fairness and Bias (LearnQuest),https://www.coursera.org/learn/ai-data-bias
511,Artificial Intelligence Ethics in Action (LearnQuest),https://www.coursera.org/learn/ai-ethics-analysis
512,Artificial Intelligence Privacy and Convenience (LearnQuest),https://www.coursera.org/learn/ai-privacy-and-convenience
513,Artificial Intelligence in Marketing (University of Virginia),https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing
514,"Arts and Culture Strategy (University of Pennsylvania, National Arts Strategies)",https://www.coursera.org/learn/arts-culture-strategy
515,Arts and Heritage Management (Università Bocconi),https://www.coursera.org/learn/arts-heritage
516,"Aruba CX Switching for Cisco Professionals (Aruba, a Hewlett Packard Enterprise company)",https://www.coursera.org/learn/aruba-cx-switching-for-cisco-professionals
517,"Aruba Mobility Basics (Aruba, a Hewlett Packard Enterprise company)",https://www.coursera.org/learn/aruba-mobility-basics
518,"Aruba Networking Basics (Aruba, a Hewlett Packard Enterprise company)",https://www.coursera.org/learn/aruba-networking-basics
519,Ash-Related Operational Challenges in Energy Utilization of Sustainable Fuels (Technical University of Denmark (DTU)),https://www.coursera.org/learn/sustainability-fuels-ash-chemistry-deposits-corrosion-additives
520,Asian Environmental Humanities: Landscapes in Transition (University of Zurich),https://www.coursera.org/learn/asian-environmental-humanities
521,Ask Questions to Make Data-Driven Decisions (Google),https://www.coursera.org/learn/ask-questions-make-decisions
522,Aspectos básicos de AWS: Migración a la nube (Amazon Web Services),https://www.coursera.org/learn/aws-fundamentals-cloud-migration-es
523,Aspectos básicos de la asistencia técnica (Crece con Google),https://www.coursera.org/learn/asistencia-tecnica
524,Aspectos básicos de la planificación y la gestión de proyectos (University of Virginia),https://www.coursera.org/learn/uva-darden-project-management-es
525,"Aspectos fundamentales de la gerencia (University of California, Irvine)",https://www.coursera.org/learn/fundamentos-de-gestion
526,Assessing Achievement with the ELL in Mind (Arizona State University),https://www.coursera.org/learn/ell-assessment
527,Assessing and Improving Community Health (University of Michigan),https://www.coursera.org/learn/assessing-and-improving-community-health
528,Assessment for Learning (University of Illinois at Urbana-Champaign),https://www.coursera.org/learn/assessmentforlearning
529,Assessment in Higher Education: Professional Development for Teachers (Erasmus University Rotterdam),https://www.coursera.org/learn/assessment-higher-education
530,Asset Creation and Management (Unity),https://www.coursera.org/learn/asset-creation-management
531,Astro 101: Black Holes (University of Alberta),https://www.coursera.org/learn/black-holes-astro-101
532,AstroTech: The Science and Technology behind Astronomical Discovery (The University of Edinburgh),https://www.coursera.org/learn/astronomy-technology
533,Astrobiology and the Search for Extraterrestrial Life (The University of Edinburgh),https://www.coursera.org/learn/astrobiology
534,Astrobiology: Exploring Other Worlds (University of Arizona),https://www.coursera.org/learn/astrobiology-exploring-other-worlds
535,Astronomy: Exploring Time and Space (University of Arizona),https://www.coursera.org/learn/astro
536,Asymmetric Cryptography and Key Management (University of Colorado System),https://www.coursera.org/learn/asymmetric-crypto
537,At the Origins of the Mediterranean Civilization: Archaeology of the City from the Levant to the West - 3rd-1st millennium BC (Sapienza University of Rome),https://www.coursera.org/learn/archaeology-city-levant-west
538,Atención Primaria en Salud: El desafío de las Enfermedades no Transmisibles (Pontificia Universidad Católica de Chile),https://www.coursera.org/learn/enfermedades-no-transmisibles
539,Atrévete a innovar tu enseñanza con pensamiento de diseño (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/innovacioneducativa
540,"Audio Signal Processing for Music Applications (Universitat Pompeu Fabra of Barcelona, Stanford University)",https://www.coursera.org/learn/audio-signal-processing
541,Audio digital con Pure Data (Universidad Nacional Autónoma de México),https://www.coursera.org/learn/audio-digital-pure-data
542,Auditing I: Conceptual Foundations of Auditing (University of Illinois at Urbana-Champaign),https://www.coursera.org/learn/auditing-part1-conceptual-foundations
543,Auditing II: The Practice of Auditing (University of Illinois at Urbana-Champaign),https://www.coursera.org/learn/auditing-part2-the-practice
544,Aumente su productividad y su rendimiento con Canva (Coursera Project Network),https://www.coursera.org/learn/aumente-productividad-rendimiento-canva
545,"Autism Spectrum Disorder (University of California, Davis)",https://www.coursera.org/learn/autism-spectrum-disorder
546,AutoCAD للتصميم الأنتاجي (Coursera Project Network),https://www.coursera.org/learn/autocad
547,AutoML avec AutoKeras - Classification d'images (Coursera Project Network),https://www.coursera.org/learn/automl-autokeras-classification
548,AutoML con AutoSklearn y Google Colab (Coursera Project Network),https://www.coursera.org/learn/automl-autosklearn-googlecolab
549,AutoML con Pycaret y TPOT (Coursera Project Network),https://www.coursera.org/learn/automl-pycaret-tpot
550,AutoML for Computer Vision with Microsoft Custom Vision (Coursera Project Network),https://www.coursera.org/learn/automl-computer-vision-microsoft-custom-vision
551,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep (Autodesk),https://www.coursera.org/learn/autodesk-autocad-design-drafting
552,Autodesk Certified Professional: Civil 3D for Infrastructure Design Exam Prep (Autodesk),https://www.coursera.org/learn/autodesk-civil-3d-infrastructure-design
553,Autodesk Certified Professional: Inventor for Mechanical Design Exam Prep (Autodesk),https://www.coursera.org/learn/autodesk-inventor-mechanical-design
554,Autodesk Certified Professional: Revit for Architectural Design Exam Prep (Autodesk),https://www.coursera.org/learn/autodesk-revit-architectural-design
555,Autodesk Certified Professional: Revit for Structural Design Exam Prep (Autodesk),https://www.coursera.org/learn/autodesk-revit-for-structural-design-exam-prep
556,Autodesk Fusion 360 Integrated CAD/CAM/CAE (Autodesk),https://www.coursera.org/learn/fusion-360-integrated-cad-cam-cae
557,Autoliderazgo y gestión de emociones para avanzar en desafíos complejos (Universidad de los Andes),https://www.coursera.org/learn/autoliderazgo-gestion-emociones
558,Automate an e-commerce web application using Selenium & Java (Coursera Project Network),https://www.coursera.org/learn/automate-e-commerce-web-application-using-selenium-java
559,Automated Machine Learning en Microsoft Power BI (Coursera Project Network),https://www.coursera.org/learn/automated-machine-learning-powerbi
560,Automated Machine Learning en Power BI Clasificación (Coursera Project Network),https://www.coursera.org/learn/automated-machine-learning-powerbi-clasificacion
561,Automated Reasoning: Symbolic Model Checking (EIT Digital ),https://www.coursera.org/learn/automated-reasoning-symbolic-model-checking
562,Automated Reasoning: satisfiability (EIT Digital ),https://www.coursera.org/learn/automated-reasoning-sat
563,Automatic Machine Learning with H2O AutoML and Python (Coursera Project Network),https://www.coursera.org/learn/automatic-machine-learning-h2o-automl-python
564,Automating Real-World Tasks with Python (Google),https://www.coursera.org/learn/automating-real-world-tasks-python
565,Automating Sales Tasks with Zapier (Coursera Project Network),https://www.coursera.org/learn/automating-sales-tasks-zapier
566,Automating Team Communication with Google Sheets and Apps Script (Coursera Project Network),https://www.coursera.org/learn/automating-team-commmunication-with-google-sheets-and-apps-script
567,Automation Scripts Using Bash (Coursera Project Network),https://www.coursera.org/learn/auto-scripts-bash
568,"Autoridad, dirección y liderazgo (Universidad Nacional Autónoma de México)",https://www.coursera.org/learn/autoridad
569,Avatar Psychology for Designers (Michigan State University),https://www.coursera.org/learn/avatar-psychology-for-designers
570,Averaged-Switch Modeling and Simulation (University of Colorado Boulder),https://www.coursera.org/learn/averagedswitchmodelingandsimulation
571,Avoid Overfitting Using Regularization in TensorFlow (Coursera Project Network),https://www.coursera.org/learn/tensorflow-regularization-avoid-overfitting
572,Azure Data Engineer con Databricks y Azure Data Factory (Coursera Project Network),https://www.coursera.org/learn/azure-data-engineer-databricks-data-factory
573,Azure DevOps - Deploying (Java - Maven app ) on Azure WebApp (Coursera Project Network),https://www.coursera.org/learn/azure-devops-deploying-java-maven-app-on-azure-webapp
574,Azure Infrastructure Fundamentals (LearnQuest),https://www.coursera.org/learn/azure-infrastructure
575,"Azure Synapse Analytics: desde el DWH, hasta PowerBI y Spark (Coursera Project Network)",https://www.coursera.org/learn/synapse-analytics-dwh-powerbi-spark
576,Azure Synapse SQL Pool - Implement Polybase (Coursera Project Network),https://www.coursera.org/learn/azure-sql-pool-polybase
577,BIM Application for Engineers (National Taiwan University),https://www.coursera.org/learn/bim-application
578,BIM: from sketch to digital twin (Peter the Great St. Petersburg Polytechnic University),https://www.coursera.org/learn/bim-from-sketch-to-digital-twin
579,BMC and Start-up Funding for Early-Stage Start-ups (Coursera Project Network),https://www.coursera.org/learn/bmc-and-start-up-funding-for-early-stage-start-ups
580,Bacteria and Chronic Infections (University of Copenhagen),https://www.coursera.org/learn/bacterial-infections
581,Bacterial Bioinformatics (University of Virginia),https://www.coursera.org/learn/informatics
582,Bajemos la temperatura: De la ciencia climática a la acción (The World Bank Group),https://www.coursera.org/learn/cambios-temperatura
583,Baking Lights for Better Performance in Unity (Coursera Project Network),https://www.coursera.org/learn/baking-lights-better-performance-unity
584,Bancos de dados e SQL para Ciência de Dados (IBM),https://www.coursera.org/learn/sql-data-science-pt
585,Bank Loan Approval Prediction With Artificial Neural Nets (Coursera Project Network),https://www.coursera.org/learn/loan-approval-prediction-using-neural-networks
586,Bankruptcy Law (Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)),https://www.coursera.org/learn/bankruptcy-law
587,Bases de Datos SQL en Azure (Coursera Project Network),https://www.coursera.org/learn/bases-datos-sql-azure
588,Bases de datos y SQL para ciencia de datos (IBM),https://www.coursera.org/learn/sql-para-ciencia-de-datos
589,Bases of the law of obligations (The Russian Federation) Part 1 (Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)),https://www.coursera.org/learn/russian-law-of-obligations
590,Bases of the law of obligations (The Russian Federation) Part 2 (Moscow State Institute of International Relations (MGIMO) / МГИМО (Московский государственный институт международных отношений МИД России)),https://www.coursera.org/learn/russian-law-of-obligations-2
591,Bases y primeros pasos en latex (Coursera Project Network),https://www.coursera.org/learn/bases-latex
592,Basic Artificial Neural Networks in Python (Coursera Project Network),https://www.coursera.org/learn/basic-artificial-neural-networks-in-python
593,Basic Cryptography and Programming with Crypto API (University of Colorado System),https://www.coursera.org/learn/basic-cryptography-and-crypto-api
594,Basic Data Analysis and Model Building using Python (Coursera Community Project Network),https://www.coursera.org/learn/basic-data-analysis-and-classification-model-building-using-python
